Text,Family,Evidence,TopCorrect,AnyCorrect,Groundings,,,,,,,,,,,,,,,,
disulfide,0,"In the formation of the lipoprotein(a) (Lp(a)) particle, apolipoprotein(a) (apo(a)) and apolipoprotein B (apoB) are covalently linked via a disulfide bond in both humans and human-apo(a)/apoB transgen",,,CHEBI/48343/disulfide/0.85366,,,,,,,,,,,,,,,,
Ceramide,0,"In vitro enzyme assays show that the type 2 PAPs can dephosphorylate lyso-phosphatidate, ceramide-1-phosphate, sphingosine-1-phosphate and diacylglycerol pyrophosphate.",,,CHEBI/17761/ceramide/0.85013,,,,,,,,,,,,,,,,
ENDOTHELIUM,0,"Here, we demonstrate that vascular endothelial growth factor (VEGF) directly and negatively regulates tumor cell invasion through enhanced recruitment of the protein tyrosine phosphatase 1B (PTP1B) to",0,0,,,,,,,,,,,,,,,,,
GPX1,0,"We assessed the relationship of the genotype distribution of GPx1 SNP in critically ill patients with their conditions (organ dysfunction, sepsis, and septic shock) and their outcome.",,,UP/P07203/Glutathione peroxidase 1/0.85361,UP/P11352/Glutathione peroxidase 1/0.85361,HGNC/4553/glutathione peroxidase 1/0.85212,NCIT/C55289/GPX1/0.85212,NCIT/C60309/glutathione peroxidase 1/0.70727,,,,,,,,,,,,
REGION,0,A haplotype of two SNPs mapping to the proximal region of the gene showed evidence for association with susceptibility (Bonferroni-corrected P value = 1.1 x 10(-5)).,0,0,,,,,,,,,,,,,,,,,
CXC-R2,0,Autocrine control of MIP-2 secretion from metastatic breast cancer cells is mediated by CXCR2: a mechanism for possible resistance to CXCR2 antagonists.,,,HGNC/6027/C-X-C motif chemokine receptor 2/0.85366,UP/P25025/C-X-C chemokine receptor type 2/0.85361,UP/P35343/C-X-C chemokine receptor type 2/0.85361,NCIT/C26289/interleukin-8 receptor beta/0.70727,,,,,,,,,,,,,
PRO,0,Potential impact of (rs 4645878) BAX promoter -248G>A and (rs 1042522) TP53 72Arg>pro polymorphisms on epithelial ovarian cancer patients.,,,CVCL/N817/PRO/0.83791,,,,,,,,,,,,,,,,
platelet,0,"Consistent with these findings, knockout mice lacking integrin beta3 displayed diminished platelet SERT activity.",,,CO/0000233/platelet/0.85366,,,,,,,,,,,,,,,,
major depressive disorder,0,Major depressive disorder (MDD) and bipolar disorder (BPD) have significant genetic predisposition.,,,EFO/0003761/unipolar depression/0.70732,NCIT/C35094/unipolar depression/0.70732,,,,,,,,,,,,,,,
alternative splicing,0,"In contrast to the neural nPTB transcript, the expression of this novel isoform was absent from brain tissue and was generated in non-neuronal cells by alternative splicing to include five additional ",,,NCIT/C16280/alternate splicing/0.70732,,,,,,,,,,,,,,,,
NSCLC,0,"HLM006474 reduces the viability of both SCLC and NSCLC lines with a biological IC50 that varies between 15 and 75 µM, but with no significant difference between the groups.",,,EFO/0003060/non-small cell lung carcinoma/0.70732,NCIT/C2926/non-small cell lung carcinoma/0.70732,,,,,,,,,,,,,,,
ALLELE,0,"(1) rs5030719 was monomorphic and was not further analysed; (2) the rs2149356 T allele carrier state was significantly less frequent in patients with HCC than in healthy controls (OR 0.421, 95% CI 0.2",0,0,,,,,,,,,,,,,,,,,
HUVEC,0,miR-370 mimic transfection promoted human umbilical vein endothelial cells (HUVECs) proliferation by regulating the cell cycle and inhibited apoptosis.,,,BTO/0001949/HUVEC cell/0.70723,,,,,,,,,,,,,,,,
TCA8113,0,"miR-214 and anti-miR-214 were transfected with mimics to examine whether miR-214 expression regulated the anticancer effect of cantharidin on TCA8113 cells and p53, Bcl-2 and Bax protein expression.",,,CVCL/6851/Tca8113/0.85366,,,,,,,,,,,,,,,,
DC-,0,"Thus, in nonactivated DCs, MARCH I induces the surface internalization of mature HLA-DR complexes, therefore reducing their stability and levels.",,,CO/0000990/conventional dendritic cell/0.70727,,,,,,,,,,,,,,,,
TERT,0,"By generating a putative consensus binding site for ETS transcription factors within the TERT promoter, these mutations are predicted to increase promoter activity and TERT transcription.",,,HGNC/11730/telomerase reverse transcriptase/0.85366,NCIT/C52497/TERT/0.85366,NCIT/C20183/telomerase reverse transcriptase protein/0.70732,,,,,,,,,,,,,,
glutathione,0,Association of glutathione S transferases polymorphisms with glaucoma: a meta-analysis.,,,NCIT/C523/glutathione/0.85366,,,,,,,,,,,,,,,,
P15,0,We carried out the current meta-analysis aiming to comprehensively assess the potential role of p15 (INK4b) and p16 (INK4a) aberrant promoter methylation in the pathogenesis of multiple myeloma (MM).,,,CVCL/6G55/GEM-81 clone P15/0.70379,,,,,,,,,,,,,,,,
AGE-PUNC-MINUS,0,These were compared with 120 age- and sex-matched euthyroid controls.,0,0,,,,,,,,,,,,,,,,,
RESULT,0,"However, the results remain controversial.",0,0,,,,,,,,,,,,,,,,,
CODON,0,Is there a biological plausability for p53 codon 72 polymorphism influence on cervical cancer development?.,0,0,,,,,,,,,,,,,,,,,
synthesis,0,"Phosphatidic acid phosphatase (PAP) converts phosphatidic acid to diacylglycerol, thus regulating the de novo synthesis of glycerolipids and also signal transduction mediated by phospholipase D. We in",,,GO/0009058/biosynthetic process/0.70732,,,,,,,,,,,,,,,,
transcription factor,0,RORγt is a key transcription factor that controls the development and function of inflammatory Th17.,,,NCIT/C17207/transcription factor/0.85366,,,,,,,,,,,,,,,,
vialinin A,0,"Inhibition of the catalytic activity of USP4 with vialinin A, a compound derived from Chinese traditional medicine, dampened Th17 differentiation.",,,MESH/C508745/vialinin A/0.85366,,,,,,,,,,,,,,,,
SOX,1,These genes have been named SOX genes (SRY-related HMG-box genes).,0,0,,,,,,,,,,,,,,,,,
CARBOXYL,0,In order to definitively show which of apoB's carboxyl-terminal cysteines is essential in interacting with apo(a) we have used RecA-assisted restriction enzyme digestion coupled with site-specific mut,0,0,,,,,,,,,,,,,,,,,
GENE,0,"Compared with the control group the Ad-HGF group's HGF expression was not increased with time, and the induction by HGF of Notch1, Dll4 and Hey2 gene transcription was not enhanced with an increase of",0,0,,,,,,,,,,,,,,,,,
apelin,0,Copeptin represents a measurable substitute for circulating AVP whereas apelin counteracts AVP signaling.,,,HGNC/16665/apelin/0.85366,UP/Q9TUI9/Apelin/0.85366,UP/Q9ULZ1/Apelin/0.85366,UP/Q9R0R4/Apelin/0.85366,UP/Q9R0R3/Apelin/0.85366,FA/00221/apelin family/0.85366,NCIT/C104098/apelin/0.85366,XFAM/PF15360/apelin/0.70732,,,,,,,,,
bleeding diathesis,0,"Patients with PAI-1 deficiency show a mild to moderate bleeding diathesis, which has been exclusively ascribed to the function of PAI-1 in down-regulating fibrinolysis.",,,NCIT/C115221/bleeding diathesis/0.85366,,,,,,,,,,,,,,,,
tat,0,"Three lysines, Lys-431, Lys-440, and Lys-441 in p50 were all acetylated in vitro, and a sequence similarity among p50, p53, Tat, and activin receptor type I on these particular lysines was observed.",,,HGNC/11573/tyrosine aminotransferase/0.85013,UP/P17735/Tyrosine aminotransferase/0.85013,UP/Q8QZR1/Tyrosine aminotransferase/0.85013,UP/Q9LVY1/Tyrosine aminotransferase/0.85013,GO/0019799/tubulin N-acetyltransferase activity/0.70379,NCIT/C16619/TAT gene/0.70379,NCIT/C17186/TAT protein/0.70379,NCIT/C94843/alpha-tubulin N-acetyltransferase/0.70379,XFAM/PF00539/tat/0.70379,,,,,,,,
INTERNALIZATION,0,These are the first studies that define a role for arrestin 3 in the internalization of a chemokine receptor following binding of one but not both endogenous ligands.,0,0,,,,,,,,,,,,,,,,,
GENE,0,"The results indicate that the mouse gene resides about 40 cM from the centromere and about 10 cM proximal to Cf-3, the gene for tissue factor.",0,0,,,,,,,,,,,,,,,,,
PHENOTYPE,0,It also displayed an oncogenic phenotype as its expression in fibroblast cells elicited transformation and colony growth.,0,0,,,,,,,,,,,,,,,,,
MECHANISM,0,The present study aimed to investigate the anticancer effect of cantharidin and its possible underlying mechanism using tongue squamous cell carcinoma (TSCC) TCA8113 cells.,0,0,,,,,,,,,,,,,,,,,
PATIENT,0,"Furthermore, 139 chronic Q fever patients and 220 controls were genotyped for TLR10 N241H, I775V and I369L.",0,0,,,,,,,,,,,,,,,,,
VWF,0,The cysteine allele of the amino acid polymorphism (AAP) Y/C1584 in the A2 domain of von Willebrand factor (VWF) has been shown to correlate with enhanced VWF proteolysis by ADAMTS13.,,,HGNC/12726/von Willebrand factor/0.85366,NCIT/C51237/VWF/0.85366,UP/P04275/von Willebrand factor/0.84606,UP/Q8CIZ8/von Willebrand factor/0.84606,NCIT/C16572/von willebrand factor/0.69971,,,,,,,,,,,,
Peptide,0,The highly specific PAR-1 agonist peptide TFLLR also increased [Ca(2+)](i)in PAR-2-desensitized cells pretreated with thrombin.,,,CHEBI/16670/peptide/0.85013,,,,,,,,,,,,,,,,
TCA8113,0,"TCA8113 cells were treated with various concentrations of cantharidin, and the cell viability and cytotoxicity were assessed using MTT and LDH assays, respectively.",,,CVCL/6851/Tca8113/0.85366,,,,,,,,,,,,,,,,
STATUS,0,"Once grade and pathological nodal status (pN stage) were taken into account, SNPs in ESR1 and LSP1 showed no independent survival difference, whereas the effects of the DAPK1 SNP were removed when cor",0,0,,,,,,,,,,,,,,,,,
cell cycle,0,"Cdc25 phosphatases are dual specificity phosphatases that dephosphorylate and activate cyclin-dependent kinases (CDKs), thereby effecting the progression from one phase of the cell cycle to the next.",,,GO/0007049/cell cycle/0.85366,NCIT/C16397/cell cycle/0.85366,,,,,,,,,,,,,,,
deletion,0,Deletion and point mutation studies indicated that the second LIM domain of FHL3 was essential for this interaction.,,,EFO/0004014/deletion/0.85162,,,,,,,,,,,,,,,,
hRAD9,0,"We demonstrate that the encoded human protein is nuclear and can physically interact with checkpoint proteins HRAD1, HRAD9, HHUS1, and HHUS1B, much like HRAD9.",,,UP/Q99638/Cell cycle checkpoint control protein RAD9A/0.84606,NCIT/C106279/cell cycle checkpoint control protein RAD9A/0.69971,,,,,,,,,,,,,,,
NEMO,0,"Nearly all NEMO mutations caused frameshift and premature protein truncation, which are predicted to eliminate NEMO function and cause cell lethality.",,,UP/Q95KU9/NF-kappa-B essential modulator/0.85366,UP/Q9Y6K9/NF-kappa-B essential modulator/0.85366,UP/O88522/NF-kappa-B essential modulator/0.85366,UP/Q6TMG5/NF-kappa-B essential modulator/0.85366,XFAM/PF11577/NEMO/0.70732,NCIT/C75608/IKBKG/0.70732,NCIT/C75609/NF-kappa-B essential modulator/0.70732,HGNC/5961/inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase gamma/0.56098,,,,,,,,
thioredoxin,1,"HIF-1α stabilization and activity are known to be regulated by thioredoxin 1 (Txn1), but how the thioredoxin system regulates the hypoxic response is unknown.",0,1,HGNC/12435/thioredoxin/0.85366,UP/P10599/Thioredoxin/0.85366,UP/P10639/Thioredoxin/0.85366,FA/04000/thioredoxin family/0.85366,BE/TXN/TXN/0.85013,NCIT/C20465/ATL derived factor/0.70732,XFAM/PF14595/thioredoxin 9/0.56098,,,,,,,,,,
DISORDER,0,This disorder segregates as a male lethal disorder and causes skewed X-inactivation in female patients.,0,0,,,,,,,,,,,,,,,,,
CAD,0,"Hence, changes in the glucometabolic milieu within 4-6 months calculated by the difference of two values of HbA1c affect the long-term prognosis of patients with CAD but without diabetes mellitus.",,,HGNC/1424/carbamoyl-phosphate synthetase 2, aspartate transcarbamylase, and dihydroorotase/0.85366,UP/A6NK06/Cis-aconitate decarboxylase/0.85366,UP/P54987/Cis-aconitate decarboxylase/0.85366,NCIT/C50949/CAD/0.85366,NCIT/C113325/CALD1/0.70732,NCIT/C126526/DFFB/0.70732,NCIT/C126527/DNA fragmentation factor subunit beta/0.70732,XFAM/PF03596/cad/0.69157,HGNC/33904/aconitate decarboxylase 1/0.56098,HGNC/2773/DNA fragmentation factor subunit beta/0.56098,UP/O76075/DNA fragmentation factor subunit beta/0.56098,UP/O54788/DNA fragmentation factor subunit beta/0.56098,HGNC/24136/beta-1,4-N-acetyl-galactosaminyltransferase 2/0.55812,
CLINIC,0,The influence of genetic variation in 30 selected genes on the clinical characteristics of early onset breast cancer.,0,0,,,,,,,,,,,,,,,,,
SLK,0,"The Ste20-like kinase, SLK, is involved in the control of cell motility through its effects on actin reorganization and focal adhesion turnover.",,,HGNC/11088/STE20 like kinase/0.85366,NCIT/C17574/p59-FYN/0.70732,NCIT/C51117/FYN/0.70732,HGNC/4037/FYN proto-oncogene, Src family tyrosine kinase/0.56098,UP/P06241/Tyrosine-protein kinase Fyn/0.56098,,,,,,,,,,,
FINDING,0,These findings predict that the evolutionary changes in amino acid residue 440 may be correlated with evolutionary changes in the V3 loop.,0,0,,,,,,,,,,,,,,,,,
PATIENT,0,A mentally retarded male patient with haemophilia B is deleted for both the Factor IX gene and SOX3.,0,0,,,,,,,,,,,,,,,,,
PLASMA,0,Factor VII-activating protease (FSAP) is a novel plasma-derived serine protease structurally homologous to tissue-type and urokinase-type plasminogen activators.,0,0,,,,,,,,,,,,,,,,,
CHK2,0,"Moreover, eupatilin modulated the phosphorylation of protein kinases ERK1/2, Akt, ATM, and Chk2.",,,FA/03073/CHK2 subfamily/0.85013,NCIT/C40966/serine-threonine protein kinase-CHK2/0.70379,NCIT/C51197/CHEK2/0.70379,HGNC/16627/checkpoint kinase 2/0.55745,,,,,,,,,,,,,
DATUM,0,Our data support a model in which Notch-1 can activate the transcription of ERalpha-target genes via IKKalpha-dependent cooperative chromatin recruitment of Notch-CSL-MAML1 transcriptional complexes (,0,0,,,,,,,,,,,,,,,,,
LIM domain protein,0,"LIM domain proteins are important regulators of the growth, determination, and differentiation of cells.",,,NCIT/C29870/LIM domain protein/0.85366,,,,,,,,,,,,,,,,
CELL,0,"Thus, Rho signaling exerts an unexpectedly complex role in keratinocyte differentiation, which is coupled with induction of KyoT1/2, a LIM domain protein gene with a potentially important role in cont",0,0,,,,,,,,,,,,,,,,,
MDM2,0,"MDM2 amplification occurred in 4 (44.4%) and 1 (9.1%) cases, HCC and LC specimens respectively; only in 2 tumors (10.0%), which exhibited MDM2 immunoreactivity.",,,HGNC/6973/MDM2 proto-oncogene/0.85366,NCIT/C51283/MDM2/0.85366,NCIT/C17515/MDM2 protein/0.70732,,,,,,,,,,,,,,
DAPK1,0,"Once grade and pathological nodal status (pN stage) were taken into account, SNPs in ESR1 and LSP1 showed no independent survival difference, whereas the effects of the DAPK1 SNP were removed when cor",,,HGNC/2674/death associated protein kinase 1/0.85366,NCIT/C60653/DAPK1/0.85366,,,,,,,,,,,,,,,
FEEDBACK,0,Our results demonstrated that resistance to anti-proliferative effects of CXCR2 may also arise from feedback increases in MIP-2 secretion.,0,0,,,,,,,,,,,,,,,,,
PROTEIN,0,"Metabolically unstable proteins are involved in a multitude of regulatory networks, including those that control cell signaling, the cell cycle and in many responses to physiological stress.",0,0,,,,,,,,,,,,,,,,,
NEU,0,"Signaling pathway inhibitors show that Neu-mediated SLK activation is dependent on MEK, PI3K, PLCgamma and Shc signaling.",,,NCIT/C17319/ERBB2 receptor protein-tyrosine kinase/0.70732,HGNC/3430/erb-b2 receptor tyrosine kinase 2/0.56098,HGNC/7758/neuraminidase 1/0.26829,,,,,,,,,,,,,,
AD,0,Alzheimer disease (AD) is a devastating neurodegenerative disease with complex and strong genetic inheritance.,,,CVCL/M606/AD/0.85366,,,,,,,,,,,,,,,,
REDUCTASE,0,"However, Txn1 deficiency did not affect HIF-1α hypoxic-stabilization and activity, and overexpression of thioredoxin reductase 1 (TR1), the natural Txn1 reductase, had no influence on HIF-1α activity.",0,0,,,,,,,,,,,,,,,,,
antibody,0,The class II HLA-only haplotype DRB1*13-DQA1*01-DQB1*06-DPA1*01-DPB1*04 (p = 0.04) lacking LTA-TNF-LST1 SNPs was associated with lower rubella antibody responses.,,,NCIT/C16295/antibody/0.85366,,,,,,,,,,,,,,,,
AP-O,0,"When transiently expressed in COS-7 cells, all missense MTTP mutations interacted with apoB17, apoB48, and protein disulfide isomerase.",,,UP/Q8N6M6/Aminopeptidase O/0.85008,UP/Q8BXQ6/Aminopeptidase O/0.85008,UP/P69527/Aminopeptidase O/0.85008,HGNC/1361/chromosome 9 open reading frame 3/0.5574,,,,,,,,,,,,,
GENOTYPE,0,"Despite of the higher frequency of both the polymorphic genotype and the A allele in cases with DR compared to the control group, there might be no significant association between the VEGF gene polymo",0,0,,,,,,,,,,,,,,,,,
ARROW,0,This review highlights recent progress and unresolved issues in understanding the function and regulation of Arrow/Lrp5/Lrp6 in Wnt signaling.,0,0,,,,,,,,,,,,,,,,,
histone acetyltransferase,1,"CBP (CREB-binding protein) and p300, containing an intrinsic histone acetyltransferase (HAT) activity, have emerged as coactivators for various DNA-binding transcription factors.",0,1,GO/0004402/histone acetyltransferase activity/0.85366,UP/P9WKY4/Histone acetyltransferase/0.85366,UP/P9WKY5/Histone acetyltransferase/0.85366,NCIT/C17302/histone acetylase/0.70732,,,,,,,,,,,,,
